uniqueid,neg,neu,pos,compound,Sentiment,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Cleaned Text
409,0.0,0.713,0.287,0.9257,Positive,B001IZM8A6,AVI998S4IX2Y1,"Melissa N. Connor ""rare maven""",1,1,5,1257897600,A Fantastic & Healthy Product,"A grande item !  Delicious fish with the ultimate flavor, best  ever in a can for all purposes !  I sent a case to my Mother recently diagnosed with Diabetes, and she loves it as a main entree for cooking patties !",grande item delicious fish ultimate flavor best ever purposes sent case mother recently diagnosed diabetes loves main entree cooking patties
410,0.05,0.758,0.192,0.8316,Positive,B001IZM8A6,A2ANZVA56T7RAG,Patricia,0,0,5,1343260800,Great product,"I ordered this product at the same time as the Kirkland Signature salmon.  The Raincoast Trading Co. salmon is very tasty, equally as good quality salmon as the Kirkland.  However, the Raincoast arrived in perfect condition, the Kirkland cans were dented badly.  I recommend this product to anyone who likes boneless skinless canned salmon.",ordered product time kirkland signature salmon raincoast trading co salmon tasty equally good quality salmon kirkland however raincoast arrived perfect condition kirkland cans dented badly recommend product anyone likes boneless skinless canned salmon
411,0.016,0.879,0.105,0.8681,Positive,B0089PI9OC,ARYNM1E978YX8,Bill,0,0,5,1341360000,Excellent tea!,"This tea tastes almost as good as the tea you would get at an Indian restaurant. It's much better than getting a teabag and making it the English way, with a lot of water and a bit of milk. This is very creamy and tasty. My only criticism is that there aren't enough sachets in the box. Only 10. Since the directions say that you use one sachet for 100ml of water (approximately half a cup), it's not enough for a good cup of tea, so I use two. That means that one box is only good enough for five cups of tea. But it's a delicious after-dinner drink! I would buy this again if there were more sachets in a box.",tea tastes almost good tea would get indian restaurant much better getting teabag making english way lot water bit milk creamy tasty criticism arent enough sachets box 10 since directions say use one sachet 100ml water approximately half cup enough good cup tea use two means one box good enough five cups tea delicious afterdinner drink would buy sachets box
412,0.0,0.802,0.198,0.8555,Positive,B00061KYVI,A28RMYGO9RGA0K,marilyn,0,0,5,1328140800,french's roast'n bags,"i love this product cant find it locally. Sometimes little out of the way stores have it.But i also love the chicken,pork chop bags.Every store i go in i look for them the lastplace i found it was at a meat market.",love product cant find locally sometimes little way stores itbut also love chickenpork chop bagsevery store go look lastplace found meat market
413,0.0,0.815,0.185,0.7777,Positive,B00061KYVI,A3JE18D4XD2PYF,pattymelt,0,0,5,1282521600,best roast ever,This is the best way to cook a roast.  Our local grocery went out of buisness and so I could not find this product till I looked here.  Please continue to keep this product available!,best way cook roast local grocery went buisness could find product till looked please continue keep product available
414,0.0,0.914,0.086,0.4118,Positive,B00061KYVI,A29ZSRDOYVO735,"Robert Ames ""Spenser_man""",0,0,5,1264809600,Franch's is the best,It's always a pleasure to find French's products on the web.  All of the markets in my area have made a bargain to carry nothing but McCormacks bland and tasteless seasonings.<br /><br />This is the most flavorful cooking bag mix you will ever find.,always pleasure find frenchs products web markets area made bargain carry nothing mccormacks bland tasteless seasoningsbr br flavorful cooking bag mix ever find
415,0.0,0.722,0.278,0.8902,Positive,B003XV5LHK,A197O1VYM9B8A3,LDA,0,0,5,1302307200,Double the pleasure!,"If you like Oreo's or the Oreo cakester, then you've got to try the Double Stuff cakesters!!! These are the best!! Side note: shipping was very slow, but maybe your chances will be better.",like oreos oreo cakester youve got try double stuff cakesters best side note shipping slow maybe chances better
416,0.0,0.594,0.406,0.9612,Positive,B005WU7V00,A3UV9TOZW3XXPV,tacoland,1,1,5,1336521600,VERY GOOD! Great taste and easy for a single guy!,"I was surprised about how good this was my family and friends laughed when I told them I bought this. But out of the can ready mix with a little salt, pepper, spinach, and some cheese and it's a great easy meal!",surprised good family friends laughed told bought ready mix little salt pepper spinach cheese great easy meal
417,0.07,0.799,0.131,0.9222,Positive,B005CFC9XY,A250IZTJ5UN2EI,Ian Harmer,0,0,5,1344816000,An acquired taste!,"The thing about Marmite is that those who don't like it hate it, and those who love it can't live without it.  It's very much ""an English thing"" and the language has even adopted the trade name as a metaphor (as in ""Victoria Beckham is Marmite"" meaning that those who don't like her...etc.).  Amazon has done the world a favor by making this weird and wonderful stuff available at an affordable price.  Last time I looked, it was $25 a 500g jar in British stores in L.A.County, or about 4x what it costs in England.  The Amazon supplier was quick and efficient, and I now have enough Marmite to last me to the end of the year (or would have, if I didn't decide to send one of the two jars to my son in Japan!).  Good job, Amazon!",thing marmite dont like hate love cant live without much english thing language even adopted trade name metaphor victoria beckham marmite meaning dont like heretc amazon done world favor making weird wonderful stuff available affordable price last time looked 25 500g jar british stores lacounty 4x costs england amazon supplier quick efficient enough marmite last end year would didnt decide send one two jars son japan good job amazon
418,0.166,0.809,0.025,-0.8957,Negative,B000SEJ842,A2IJOBHJXEZSS2,mosslake,0,0,1,1312934400,Look elsewhere for your whole grains,"A vile, miserable pancake. I put these in front of my toddler one morning and she actually cried. I don't know if it was their flat and anemic appearance or their salty bitter taste. Only the whole wheat flour is organic in this mix. The buttermilk, baking soda (SLS) and sea salt are not. I am going back to Nature's Path Buttermilk pancake mix. This one went straight into the garbage.",vile miserable pancake put front toddler one morning actually cried dont know flat anemic appearance salty bitter taste whole wheat flour organic mix buttermilk baking soda sls sea salt going back natures path buttermilk pancake mix one went straight garbage
419,0.0,0.784,0.216,0.8876,Positive,B004X8TK8I,A3U2QAY7SVE9AI,W. Smith,0,0,5,1344988800,Hey!,Whats there to say about a fantastic chocolate chip cookie! The only thing that could be improved is if they offered a bushel box of these so you would not run out so fast. Hope these don't go the way of the dinosaur!,whats say fantastic chocolate chip cookie thing could improved offered bushel box would run fast hope dont go way dinosaur
420,0.148,0.815,0.037,-0.5983,Negative,B004X8TK8I,A3GIMXLOEPFJBV,Samuel Spade,0,0,4,1342396800,These are Famous for a reason.,These arrived on time and packaged in green plastic wrap.  The cookies were as fresh as the boxes found in the local grocery store.<br /><br />I have no complaints but I also now have no more cookies. We ate them all!,arrived time packaged green plastic wrap cookies fresh boxes found local grocery storebr br complaints also cookies ate
421,0.035,0.754,0.211,0.9561,Positive,B004X8TK8I,AMRMK86X3PKXD,R. Thomasson,0,0,5,1337644800,Wow,"I was not expecting to like these cookies as much as I do. I like chocolate chip cookies well enough, but I really prefer a soft cookie to crisp ones. I have to say these Famous Amos cookies have pertty much turned me around. The cookies are rich and have that depth of flavor that comes from quality ingredients. The chips are real chocolate and melt redilly in your mouth creating a moist experience while chewing. These are truly great cookies.",expecting like cookies much like chocolate chip cookies well enough really prefer soft cookie crisp ones say famous amos cookies pertty much turned around cookies rich depth flavor comes quality ingredients chips real chocolate melt redilly mouth creating moist experience chewing truly great cookies
422,0.0,0.861,0.139,0.4404,Positive,B004X8TK8I,A1TYA1IYI3LGUC,John Snell,0,0,5,1335398400,"God, I love these cookies!!!","They aren't fattening and they're good for you, right? That's what I heard, at least, from an admittedly unreliable person.",arent fattening theyre good right thats heard least admittedly unreliable person
423,0.223,0.68,0.096,-0.3314,Negative,B000G6RYNE,A2NO1TXXS9T0EE,BruteNStones,0,0,4,1335398400,Hard,"Great if you are cutting back on fat, they do resemble regular chips but are nothing like them. Extremely dry and hard.",great cutting back fat resemble regular chips nothing like extremely dry hard
424,0.055,0.687,0.258,0.9106,Positive,B000G6RYNE,A1IRN1M05TPOVT,"Sharon M. Helfand ""Scrapper""",0,0,5,1334620800,Kettle potato chips:  Fully loaded baked potato,"I have never met a Kettle brand chip I did not like. These chips have a great loaded potato flavor, which are flavorful. I like the sweet onion chips better, but these are also at the top of the list for great-tasting potato chips. Kettle chips are great chips f/the money!",never met kettle brand chip like chips great loaded potato flavor flavorful like sweet onion chips better also top list greattasting potato chips kettle chips great chips fthe money
425,0.017,0.821,0.161,0.9576,Positive,B000G6RYNE,ARONI7W0W677H,Peter N,0,0,5,1334275200,"Fresh, Lightly-Spiced, Crunchy Kettle Chips. Good Value, Good Product.","After buying bags one at a time (at a hefty markup) at nearby stores, I decided to try bulk ordering some snack foods on Amazon. I was very pleased with the price and the products.<br /><br />These jalapeno kettle chips are not overly spicy; they have a slow-building spice that starts very subtly a grows if you eat the whole bag, which I'm embarrassed to say I did quite a few times.<br /><br />The chips arrived well-packed and fresh. They had nearly a year of time before they expired, which is pretty impressive for chips.<br /><br />Most importantly, the price-per-bag was much, MUCH better than any local store could do, although I live near an expensive city, so that may play a role in the price difference.<br /><br />I wouldn't hesitate to order another box of these once I run out.",buying bags one time hefty markup nearby stores decided try bulk ordering snack foods amazon pleased price productsbr br jalapeno kettle chips overly spicy slowbuilding spice starts subtly grows eat whole bag im embarrassed say quite timesbr br chips arrived wellpacked fresh nearly year time expired pretty impressive chipsbr br importantly priceperbag much much better local store could although live near expensive city may play role price differencebr br wouldnt hesitate order another box run
426,0.0,0.806,0.194,0.7717,Positive,B000G6RYNE,A1Y3XPZK9ZADFW,albinocrow,0,0,4,1334016000,glad to find them in 1 oz size,"I buy mostly for vending, so the size of the bag is important. Kettle's 1 oz bag is a good size although it seems a bit less than full. Salt & Vinegar flavor is satisfying, about an 8 out of 10.",buy mostly vending size bag important kettles 1 oz bag good size although seems bit less full salt vinegar flavor satisfying 8 10
427,0.029,0.817,0.154,0.7845,Positive,B000G6RYNE,A1Y3XPZK9ZADFW,albinocrow,0,0,4,1334016000,"pretty good, could be better",Glad to find these in a one ounce size but the bag seems a bit less than full. It's hard to find single serving chip bags that vend well. Sometimes they are too wide. or too plump with air. Bag size is good. BBQ flavor is about an 8 out of 10.,glad find one ounce size bag seems bit less full hard find single serving chip bags vend well sometimes wide plump air bag size good bbq flavor 8 10
428,0.0,0.761,0.239,0.9337,Positive,B000G6RYNE,A1ELZC3WXWILX2,B. Carter,0,0,5,1333670400,a slight taste of jalapeno,"one of the best chips that you can buy...and i've tried all the kettle varieties, and many others.  There's only a slight taste of jalapeno, and they are delicious. Perfect with a sandwich or alone.<br />If you like being addicted, these are the chip for you. ...See you at addicts anonymous...",one best chips buyand ive tried kettle varieties many others theres slight taste jalapeno delicious perfect sandwich alonebr like addicted chip see addicts anonymous
429,0.0,0.739,0.261,0.9741,Positive,B000G6RYNE,A1X5RAIMX4ZSLJ,BadPotato,0,0,5,1331856000,Best chips ever,"The title says it all. Great flavor, hint of spice, excellent crunch. We eat Kettle chips by the truck load at my house, we like all the flavors but this one far and away is our favorite, never enough bags to get us to our next shipment. I just wish Amazon could get the larger bags on subscribe and save! If you buy these make sure you have enough for everyone otherwise you may not get enough for yourself!!!",title says great flavor hint spice excellent crunch eat kettle chips truck load house like flavors one far away favorite never enough bags get us next shipment wish amazon could get larger bags subscribe save buy make sure enough everyone otherwise may get enough
430,0.0,0.617,0.383,0.9876,Positive,B000G6RYNE,A1IRN1M05TPOVT,"Sharon M. Helfand ""Scrapper""",0,0,5,1331078400,Kettle potato chips:  Sweet onion,"WOW!  I have eaten quite a few potato chips in my day. Kettle chips are the BEST non-baked chips I have eaten. I decided to try the sweet onion chips, since I've never had them. I now have a FAVORITE!! If you like onions, this is a MUST buy! I will definitely reorder these, as I mentioned above, they are the BEST I have ever eaten! The flavor is GREAT.",wow eaten quite potato chips day kettle chips best nonbaked chips eaten decided try sweet onion chips since ive never favorite like onions must buy definitely reorder mentioned best ever eaten flavor great
431,0.04,0.786,0.174,0.9847,Positive,B000G6RYNE,A1S8ELUE383P8E,"John F. Peters ""John Peters""",0,0,5,1330905600,Ridiculously Good,"I cannot say how much I love Kettle brand potato chips. Kettle brand has a large variety of unique flavors, and the quality of the chips themselves blows all other potato chips out of the water. The ingredients list is printed on each bag and the only thing really bad for it is the oil they are frying the chips in. I love that these aren't filled with nasty chemicals. I ordered the cheddar and sour cream krinkle cut ones which are great but I was torn between the <a href=""http://www.amazon.com/gp/product/B0048IFUSC"">Kettle Brand Potato Chips Fully Loaded Baked Potato, 2-Ounce (Pack of 24)</a> and the Jalapeno flavor. While I know the jalapeno flavor is good but this is way better. They include liquid smoke instead of actual bacon which I'm fine with since I've a vegetarian. I ordered this to give to guests coming from out of town for my wedding this spring and I can't guarantee how many I will have left. My fiance and I love these. The packaging is perfect for anyone who is giving these to kids to take for school lunches, or handing out in gift bags, even just for portion control.",say much love kettle brand potato chips kettle brand large variety unique flavors quality chips blows potato chips water ingredients list printed bag thing really bad oil frying chips love arent filled nasty chemicals ordered cheddar sour cream krinkle cut ones great torn hrefhttpwwwamazoncomgpproductb0048ifusckettle brand potato chips fully loaded baked potato 2ounce pack 24a jalapeno flavor know jalapeno flavor good way better include liquid smoke instead actual bacon im fine since ive vegetarian ordered give guests coming town wedding spring cant guarantee many left fiance love packaging perfect anyone giving kids take school lunches handing gift bags even portion control
432,0.0,0.73,0.27,0.9516,Positive,B000G6RYNE,A2OEUROGZDTXUJ,J. Graves,0,0,5,1327881600,Delicious!,"Now, I haven't done a side-by-side comparison, but these chips still taste like the real deal. These snack sized bags do as well as the regular brand at the grocery store I work for. Portion control AND reduced fat? Yes, please!  With the Subscribe & Save these are much cheaper than at the grocery store.",havent done sidebyside comparison chips still taste like real deal snack sized bags well regular brand grocery store work portion control reduced fat yes please subscribe save much cheaper grocery store
433,0.083,0.751,0.166,0.8044,Positive,B000G6RYNE,A17V3UVYMI69TE,Patrick Tran,0,0,4,1327363200,PUCKER UP,"I love Kettle Brand Chips!<br />I've been in love with the Honey Dijon for years and decided to try out their other flavors.<br /><br />Sea Salt & Vinegar Chips are TANGY, SOUR, and make my lips pucker when I eat too many at a time.  I got 12 big bags for a steal from amazon ($11 WHAT?!?).<br /><br />Personally, the flavor is too much for me, but my mom & aunt LOVE them and they hate potato chips.",love kettle brand chipsbr ive love honey dijon years decided try flavorsbr br sea salt vinegar chips tangy sour make lips pucker eat many time got 12 big bags steal amazon 11 whatbr br personally flavor much mom aunt love hate potato chips
434,0.108,0.593,0.299,0.8655,Positive,B000G6RYNE,A22PUBSSNP54L,"G. Little ""value seeker""",0,0,5,1326672000,I love these chips.  They are thick and crunchy!,These chips are thick and crunchy.  I absolutely love them.  The taste is perfect.  I like to buy these smaller bags because I cant trust myself with a large bag of these because they taste no good.,chips thick crunchy absolutely love taste perfect like buy smaller bags cant trust large bag taste good
435,0.0,0.771,0.229,0.9179,Positive,B000G6RYNE,A15USNEAJUXOSH,L. Schrank,0,0,4,1326067200,Quite good,"I enjoy these chips. I got these instead of my usual jalapeno ones from the same company for a bit of flavor change. I think those are better but only slightly, like the jalapenos there is a great amount of flavor without being too overpowering. The small bag size prevents you from overeating as with a larger bag.",enjoy chips got instead usual jalapeno ones company bit flavor change think better slightly like jalapenos great amount flavor without overpowering small bag size prevents overeating larger bag
436,0.0,0.829,0.171,0.8519,Positive,B000G6RYNE,A15USNEAJUXOSH,L. Schrank,0,0,5,1326067200,Delicious,"I love these chips, I buy the 24 pack once a month. The bags are just the right size for snacking and prevent me from eating way too much with the larger bags. The jalapeno spice is subtle enough not to be overpowering but still gives you a great amount of flavor.",love chips buy 24 pack month bags right size snacking prevent eating way much larger bags jalapeno spice subtle enough overpowering still gives great amount flavor
437,0.0,0.926,0.074,0.7383,Positive,B000G6RYNE,A2BLJGGWN8GTXQ,Sean,0,0,5,1325721600,Salty and vinegary!!!,"These are the strongest tasting salt and vinegar chips I've had.  I could still do with more vinegar flavor, but I think this is as close as I'm going to get without dousing them with vinegar powder myself.<br /><br />I did a side by side with the Cape Cod salt and vinegar and these are about twice as flavorful.  Additionally, as other reviewers have said, they have quite a good bit of potassium in them (somewhere in the neighbor of 15% RDA per serving).",strongest tasting salt vinegar chips ive could still vinegar flavor think close im going get without dousing vinegar powder myselfbr br side side cape cod salt vinegar twice flavorful additionally reviewers said quite good bit potassium somewhere neighbor 15 rda per serving
438,0.0,0.887,0.113,0.6369,Positive,B000G6RYNE,A1FXCNUVQ6FOMC,suzieg2,0,0,5,1322784000,WOW!!!!,"I have been ordering the sea salt chips for about a year.I love them,but my daughter picked some of these up at our local grocery store and now they are my new favorite.Will be ordering them.",ordering sea salt chips yeari love thembut daughter picked local grocery store new favoritewill ordering
439,0.0,0.728,0.272,0.87,Positive,B000G6RYNE,A926YP1BSD72Y,Shopper11,0,0,5,1321747200,Best gluten-free dairy-free chips,These are my favorite gluten-free dairy-free flavored chips.  Many other salt and vinegar chips contain dairy so it's nice to find ones that I can eat.  The vinegar flavor is really intense and good.,favorite glutenfree dairyfree flavored chips many salt vinegar chips contain dairy nice find ones eat vinegar flavor really intense good
440,0.072,0.781,0.147,0.9307,Positive,B000G6RYNE,A33PLZ7SD5MCG0,Patty Kaye,0,0,4,1315699200,A unique flavor for fans of Thai food,"These Kettle Brand potato chips in the Spicy Thai flavor really do taste like food I have eaten at a Thai restaurant. The ingredients listed include garlic powder, onion powder, parsley, jalapeno, and ""spices."" I'm not sure what other spices there are, but it sure tastes like lemongrass to me...yum. These chips are thick cut and very crunch. They come in a seriously heavy-duty bag. I tried to open it like I do regular chip bags by pulling the two sides apart; no way! The bag is so thick I wondered if it was plastic. I started looking for the scissors and decided that any company that put their chips in a bag this nice must have provided a way to open it. Sure enough, there is a small slit on the top and the simple directions ""tear here."" So easy. Why didn't I think of that.",kettle brand potato chips spicy thai flavor really taste like food eaten thai restaurant ingredients listed include garlic powder onion powder parsley jalapeno spices im sure spices sure tastes like lemongrass meyum chips thick cut crunch come seriously heavyduty bag tried open like regular chip bags pulling two sides apart way bag thick wondered plastic started looking scissors decided company put chips bag nice must provided way open sure enough small slit top simple directions tear easy didnt think
441,0.078,0.793,0.129,0.5176,Positive,B000G6RYNE,A3EEBE82C3HYRD,David,0,0,3,1304726400,"Honey Dijon leaves bad aftertaste, NY Cheddar are pretty good","Honey Dijon flavor: okay flavor, but both my girlfriend and I thought they left a bad aftertaste. The aftertaste is sort of like old cheese (presumably some folks like this... I'm not a fancy cheese eater), and it lingers for at least an hour. I'd give this flavor a rating of 2 stars out of 5.<br /><br />We have also tried the NY Cheddar flavor (4 stars), which we both liked better, and they didn't leave any long-lingering or bad aftertaste.<br /><br />I'd give the consistency of the chips 4 stars. The chips are crunchy, but also greasy enough that I keep a napkin near or wash my hands after eating Kettle Chips.",honey dijon flavor okay flavor girlfriend thought left bad aftertaste aftertaste sort like old cheese presumably folks like im fancy cheese eater lingers least hour id give flavor rating 2 stars 5br br also tried ny cheddar flavor 4 stars liked better didnt leave longlingering bad aftertastebr br id give consistency chips 4 stars chips crunchy also greasy enough keep napkin near wash hands eating kettle chips
442,0.054,0.69,0.257,0.9683,Positive,B000G6RYNE,A35JPD8Q492FJC,Firefly,0,0,5,1304640000,Yowzah!!,"For me, Kettle is the best brand on the market. They really know how to turn the humble potato into something fit for the gods! I didn't think anything could top their salt and pepper chips, but these are my new favorite. The flavors are pure and real. They go great with just about everything and are highly addictive! I hope they come out with a low fat version; their low fat chips are excellent but they need more flavors.",kettle best brand market really know turn humble potato something fit gods didnt think anything could top salt pepper chips new favorite flavors pure real go great everything highly addictive hope come low fat version low fat chips excellent need flavors
443,0.0,0.616,0.384,0.9603,Positive,B000G6RYNE,A391CLP4UMXJQG,Dane King,0,0,4,1300924800,Very good.,Salt and vinegar chips are definitely my favorite type of any potato chip. These ones made by Kettle were very tasty and I enjoyed them thoroughly. I just wish there was a more healthy option with the same great taste.,salt vinegar chips definitely favorite type potato chip ones made kettle tasty enjoyed thoroughly wish healthy option great taste
444,0.044,0.898,0.058,0.1882,Positive,B000G6RYNE,AYB4ELCS5AM8P,"John B. Goode ""JBG""",0,0,5,1300579200,Excellent!,"What I like about them:<br />1) Very thick chips.<br />2) No trans fat and all natural, according to the info on the bag.<br />3) Flavor, but that's a subjective thing.<br />4) 2oz bags, which keep you from eating too much at one time. Just set a limit of 1 bag.<br /><br />Cons:<br />As another reviewer said, there's a lot of oil in them chips. What I do is place a paper napkin on a plate and pour the chips on them. Wait a few mins before eating and the napkin will soak some of the oil off. It seems gross that there is so much oil on the chip that a napkin will soak it off, but it's true! And at least this way, you'll get rid of some of the oil.",like thembr 1 thick chipsbr 2 trans fat natural according info bagbr 3 flavor thats subjective thingbr 4 2oz bags keep eating much one time set limit 1 bagbr br consbr another reviewer said theres lot oil chips place paper napkin plate pour chips wait mins eating napkin soak oil seems gross much oil chip napkin soak true least way youll get rid oil
445,0.055,0.873,0.072,0.0935,Positive,B000G6RYNE,A2GOE7ITDGYVE,Lee Brownell,0,0,5,1297900800,Tangy goodness.,"These are so tangy it prevents me from eating too many, a handful or two does the trick. Very crisp and savory.",tangy prevents eating many handful two trick crisp savory
446,0.077,0.78,0.143,0.3699,Positive,B000G6RYNE,A19G8B2QYETD7W,NyahNyah,0,0,3,1297555200,Heavy on the Vinegar,"I usually love Kettle Chips, and love salt & vinegar, but these chips were way too vinegary for me! They do have the typical kettle chip crunch, but are too aggressively flavored for my taste.",usually love kettle chips love salt vinegar chips way vinegary typical kettle chip crunch aggressively flavored taste
447,0.042,0.763,0.195,0.9883,Positive,B000G6RYNE,A3PZ4AXTY9J1DZ,Jason Ralsky,0,0,4,1295913600,"A delicious, crisp chip with good flavor","I have always been a fan of Kettle chips.  When you open a bag of Kettle chips you know you are going to get quality.  These chips are no exception and live up to the name printed on the package.<br /><br />The New York Cheddar chips  have a very subtle flavor to them.  You can taste the cheddar in them; but it doesn't smack you in the face like supermarket brand chips might.  The taste lingers as well which is a definite plus!<br /><br />Another aspect about these Kettle chips is the fact every chip is nice and crisp, that crunch in your mouth.  On top of that there are no burnt chips in any of the bags I have had since the purchase.  The only negative I might have is that the flavoring of the chips is uneven.  Some chips might pack a nice cheddar punch while another might taste rather plain.  This isn't a big flaw as it happens when getting seasoned and doesn't ruin the bag at all.<br /><br />Overall the quality of the chips is fantastic.  The flavor is great and you wont' be disappointed , especially if you are a cheddar lover!",always fan kettle chips open bag kettle chips know going get quality chips exception live name printed packagebr br new york cheddar chips subtle flavor taste cheddar doesnt smack face like supermarket brand chips might taste lingers well definite plusbr br another aspect kettle chips fact every chip nice crisp crunch mouth top burnt chips bags since purchase negative might flavoring chips uneven chips might pack nice cheddar punch another might taste rather plain isnt big flaw happens getting seasoned doesnt ruin bag allbr br overall quality chips fantastic flavor great wont disappointed especially cheddar lover
448,0.0,0.713,0.287,0.967,Positive,B000G6RYNE,ACFPHOYVB71V4,karob,0,0,5,1292630400,BEST BUY in BBQ Chips,Tried many varieties of BBQ chips and hands down these are the BEST on the market! These R not too salty or greasy. Great crispy crunch. Plenty of good BBQ flavor with a hint of sweetness that all other brands fall short of. Every bag (after bag) is just as mouth wateringly delicious as the 1st!!,tried many varieties bbq chips hands best market r salty greasy great crispy crunch plenty good bbq flavor hint sweetness brands fall short every bag bag mouth wateringly delicious 1st
449,0.0,0.737,0.263,0.8531,Positive,B000G6RYNE,A1H80WDFOR94Q5,Injured Panda,0,0,5,1290556800,Love Them!,"Kettle chis are the best ever! These used to be my favorite flavor until I tried their Salt and Pepper kind but I'm sure this is just a personal preference.<br /><br />Crunchy, real potato chips!",kettle chis best ever used favorite flavor tried salt pepper kind im sure personal preferencebr br crunchy real potato chips
450,0.0,0.845,0.155,0.6908,Positive,B000G6RYNE,A3Q5YZNYGGUP8W,cppme,0,0,5,1290297600,Crunchy and Tasty,"These chips have the right amount of crunch and I enjoy the taste. Chips are consistent and have a fairly even distribution of seasoning. I like the 2-oz size bags, just the right amount of chips.",chips right amount crunch enjoy taste chips consistent fairly even distribution seasoning like 2oz size bags right amount chips
451,0.034,0.743,0.223,0.9873,Positive,B000G6RYNE,AKRLMISQPL8QW,B. Sanders,0,0,5,1289174400,Convenience at low cost,"I subscribed to these - one case every three months. That comes out to about $5 a month for the convenience of having my favorite chips handy whenever I want. Because it seems Frito-Lay has managed to crowd out every other chip vendor from pretty much all my local stores this is the best way to ensure a steady supply of the items I want rather than the items Frito-Lay wants me to have. The two ounce bags are larger than you might be used to buying at the Subway (for example) which I find works very well - they're large enough to be a good snack on their own, or you can even share a single bag over lunch. The size is perfect for ensuring these fantastically crunchy chips are always fresh - no chip clip needed!<br /><br />The only problem? I subscribed to four cases a year and having these yummy chips always in the pantry makes it really easy to increase ones Kettle chip consumption. Definitely have to hide the case from the kids!",subscribed one case every three months comes 5 month convenience favorite chips handy whenever want seems fritolay managed crowd every chip vendor pretty much local stores best way ensure steady supply items want rather items fritolay wants two ounce bags larger might used buying subway example find works well theyre large enough good snack even share single bag lunch size perfect ensuring fantastically crunchy chips always fresh chip clip neededbr br problem subscribed four cases year yummy chips always pantry makes really easy increase ones kettle chip consumption definitely hide case kids
452,0.054,0.782,0.164,0.9337,Positive,B000G6RYNE,A2MUGFV2TDQ47K,"Lynrie ""Oh HELL no""",0,0,3,1288915200,An Acquired Taste,"OK,I did read the reviews which ranged from splendid to awful. I took the plunge as I do like salty, and tangy flavors. No, I had never had these before I took the leap and ordered a case at a super price. They arrived quickly and in great shape with the sell by date  FEB 2011. Umm, I'm in the middle on these chips, they are OK but not something I can't live without. I love the crunch, the color, NO TRANS FAT. They are a little too vinegary for my taste, which is a lot coming from a kid that grew up eating pickled hard-boiled eggs and pickled pigs feet.<br /><br />I haven't tried them with a deli sandwich and a cold mug of beer which might improve the experience :)",oki read reviews ranged splendid awful took plunge like salty tangy flavors never took leap ordered case super price arrived quickly great shape sell date feb 2011 umm im middle chips ok something cant live without love crunch color trans fat little vinegary taste lot coming kid grew eating pickled hardboiled eggs pickled pigs feetbr br havent tried deli sandwich cold mug beer might improve experience
453,0.0,0.5,0.5,0.943,Positive,B000G6RYNE,A1465JH39KR5O5,persia,0,0,5,1287360000,Best deal ever!,"This was the best deal ever. The delivery was fast, the chips are delicious and very fresh.  Love it:)",best deal ever delivery fast chips delicious fresh love
454,0.0,0.603,0.397,0.8811,Positive,B000G6RYNE,A1L17QW3R7A519,The Boom,0,0,5,1281571200,Yum!,My husband and I LOVE these chips! Personally I think the flavor is perfect. Try them for yourself!,husband love chips personally think flavor perfect try
455,0.0,0.699,0.301,0.9619,Positive,B000G6RYNE,AOSFLVLMAG0N5,"Gloria E. Clements ""thistle809""",0,0,5,1266710400,Barbeque perfection,"The barbeque flavor of these chips is really perfect! Just spicy enough, a hint of sweetness, just a little smokey. The chips themselves are extra crunchy and just thick enough to be substantial, but not hard. This makes for a wonderful snack or a great accompaniment for burgers, hot dogs or brats, chicken or just about any casual entree.",barbeque flavor chips really perfect spicy enough hint sweetness little smokey chips extra crunchy thick enough substantial hard makes wonderful snack great accompaniment burgers hot dogs brats chicken casual entree
456,0.082,0.854,0.064,-0.4854,Negative,B000G6RYNE,A2H2Q5RW1K56AI,a Thai living in MN,0,0,5,1263945600,Excellent Thai-flavored chip,"I was hesitant to buy this at my local grocery store, Lunds, but they were on sale, so I bought a bag.  I've found that going beyond the simply-flavored chips, like cheddar or vinegar, usually results in disappointment.  Tried the Thai or asian-inspired chips by Target, Archer Farms, and they were awful.  These Kettle Spicy Thai chips are just awesome...so much so, that I'm considering buying them in bulk from Amazon.  The taste is complicated and stimulates different parts of the palate.  The taste sensations prevalent in real Thai food is baked into this chip...sweet, salty, spicy.  Was sour in there too?  I don't know, but this is a well-made well-balanced chip that is addicting.",hesitant buy local grocery store lunds sale bought bag ive found going beyond simplyflavored chips like cheddar vinegar usually results disappointment tried thai asianinspired chips target archer farms awful kettle spicy thai chips awesomeso much im considering buying bulk amazon taste complicated stimulates different parts palate taste sensations prevalent real thai food baked chipsweet salty spicy sour dont know wellmade wellbalanced chip addicting
457,0.0,0.684,0.316,0.926,Positive,B000G6RYNE,A13VD7TJDWVOEC,Deborah E. Bumpus,0,0,5,1258329600,Best Kettle Chips!,"As a professional potato chip muncher, I see these as thee very BEST on the market. Rich taste and flavor!! Almost impossible not to finish the entire bag.The true meaning of decadence!",professional potato chip muncher see thee best market rich taste flavor almost impossible finish entire bagthe true meaning decadence
